"codigo_intervencion","fecha_registro_intervencion","nombre_intervencion","objetivo_general","fecha_inicial","fecha_final","estado_intervencion","modalidad_cooperacion","plan_nacional_desarrollo","hoja_ruta","ods","sectores_gobierno","nombre_del_actor","tipo_de_actor","pais_del_actor","rol_del_actor","tipo_de_asistencia","monto_aporte_en_usd","es_adicion","total_territorios"
"R - BL - 0 - 009666","2016-09-01T00:00:00.000","Convenio FAO - Suecia - URT Segunda fase","2010, R - BL - 0 - 009666, 01/01/1900 0:00:00, 31/12/2018 0:00:00, 01/09/2016 0:00:00, 0, Convenio FAO - Suecia - URT Segunda fase , 0, Bilateral, Default MECANISMOS, Demanda, ,2010, R - BL - 0 - 009666, 01/01/1900 0:00:00, 31/12/2018 0:00:00, 01/09/2016 0:00:00, 0, Convenio FAO - Suecia - URT Segunda fase , 0, Bilateral, Default MECANISMOS, Demanda, ,2010, R - BL - 0 - 009666, 01/01/1900 0:00:00, 31/12/2018 0:00:00, 01/09/2016 0:00:00, 0, Convenio FAO - Suecia - URT Segunda fase , 0, Bilateral, Default MECANISMOS, Demanda, ,2010, R - BL - 0 - 009666, 01/01/1900 0:00:00, 31/12/2018 0:00:00, 01/09/2016 0:00:00, 0, Convenio FAO - Suecia - URT Segunda fase , 0, Bilateral, Default MECANISMOS, Demanda,","2016-09-01T00:00:00.000","2019-10-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/03. Transformación del campo/3.2 Impulsar la competitividad rural.|Estrategias Transversales/03. Transformación del campo/3.5 Cerrar las brechas  Urbanorurales y sentar las bases para la movilidad social.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz","02. Hambre cero|08. Trabajo decente y crecimiento económico","Agricultura y Desarrollo Rural","SUECIA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Suecia","| Donante","| Asistencia Financiera","5778320","SI","1"
"R-BL-16-49750","2016-09-01T00:00:00.000","Contrato de Reforma Sectorial para la Competitividad Estratégica Territorial en Colombia","Contribuir a un crecimiento económico  sostenible e incluyente que reduzca las disparidades socioeconómicas y la inequidad","2016-09-01T00:00:00.000","2021-09-08T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/01. Competitividad e infraestructura estratégicas/1.2 Desarrollo productivo.","1. FOCALIZAR Y DINAMIZAR.C. Desarrollo Rural Sostenible","08. Trabajo decente y crecimiento económico","Comercio, Industria y Turismo","MINISTERIO DE COMERCIO, INDUSTRIA  Y TURISMO","NACIONAL/PÚBLICO/RAMA EJECUTIVA/COMERCIO, INDUSTRIA Y TURISMO","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Receptor","| Asistencia Técnica","995874.2174","SI","1"
"R-BL-16-49750","2016-09-01T00:00:00.000","Contrato de Reforma Sectorial para la Competitividad Estratégica Territorial en Colombia","Contribuir a un crecimiento económico  sostenible e incluyente que reduzca las disparidades socioeconómicas y la inequidad","2016-09-01T00:00:00.000","2021-09-08T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/01. Competitividad e infraestructura estratégicas/1.2 Desarrollo productivo.","1. FOCALIZAR Y DINAMIZAR.C. Desarrollo Rural Sostenible","08. Trabajo decente y crecimiento económico","Comercio, Industria y Turismo","RED ADELCO","NACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-BL-16-49750","2016-09-01T00:00:00.000","Contrato de Reforma Sectorial para la Competitividad Estratégica Territorial en Colombia","Contribuir a un crecimiento económico  sostenible e incluyente que reduzca las disparidades socioeconómicas y la inequidad","2016-09-01T00:00:00.000","2021-09-08T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/01. Competitividad e infraestructura estratégicas/1.2 Desarrollo productivo.","1. FOCALIZAR Y DINAMIZAR.C. Desarrollo Rural Sostenible","08. Trabajo decente y crecimiento económico","Comercio, Industria y Turismo","UNIÓN EUROPEA","INTERNACIONAL/ORGANISMO MULTILATERAL/REGIONAL","Bélgica","| Donante","| Asistencia Financiera","35187555.68","SI","1"
"R-BL-16-11366","2016-09-01T00:00:00.000","Fortalecimiento de capacidades institucionales y comunitarias para la recuperación  rápida de medios de subsistencia agropecuarios en zonas afectadas por el conflicto y eventos climáticos extremos como estrategia para la generación de resiliencia y contribución a la construcción de paz.","Fortalecimiento de capacidades institucionales y comunitarias para la recuperación rápida de medios de subsistencia agropecuarios en zonas afectadas por el conflicto y eventos climáticos extremos como estrategia para la  generación de resiliencia  y contribución a la construcción de paz.","2016-09-01T00:00:00.000","2019-08-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/01. Competitividad e infraestructura estratégicas/1.2 Desarrollo productivo.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz","02. Hambre cero","Presidencia de la República","ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA ALIMENTACIÓN Y LA AGRICULTURA","INTERNACIONAL/ORGANISMO MULTILATERAL/AGENCIA DEL SISTEMA DE NACIONES UNIDAS","Colombia","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-BL-16-11366","2016-09-01T00:00:00.000","Fortalecimiento de capacidades institucionales y comunitarias para la recuperación  rápida de medios de subsistencia agropecuarios en zonas afectadas por el conflicto y eventos climáticos extremos como estrategia para la generación de resiliencia y contribución a la construcción de paz.","Fortalecimiento de capacidades institucionales y comunitarias para la recuperación rápida de medios de subsistencia agropecuarios en zonas afectadas por el conflicto y eventos climáticos extremos como estrategia para la  generación de resiliencia  y contribución a la construcción de paz.","2016-09-01T00:00:00.000","2019-08-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/01. Competitividad e infraestructura estratégicas/1.2 Desarrollo productivo.","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz","02. Hambre cero","Presidencia de la República","SUECIA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Suecia","| Donante","| Asistencia Financiera | Asistencia Técnica","2750000","SI","1"
"R-BL-16-11368","2016-09-01T00:00:00.000","Fomento de la eficiencia institucional y la eficacia de la gobernabilidad pública en Colombia como facilitadores estratégicos para sostener un crecimiento inclusivo y acercar a Colombia a la  OCDE","Aumentar la capacidad del Estado Colombiano para diseñar y entregar políticas y servicios a los ciudadanos y empresas en todas las regiones del país de manera que se aborden las necesidades de manera efectiva y se alcancen los resultados.","2016-09-01T00:00:00.000","2020-08-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/05. Buen gobierno/5.3 Eficiencia y eficacia administrativa.","1. FOCALIZAR Y DINAMIZAR/D. Otro","16. Paz, justicia e instituciones sólidas","Presidencia de la República","ORGANIZACIÓN PARA LA COOPERACIÓN Y EL DESARROLLO ECONÓMICO (OCDE)","INTERNACIONAL/ORGANISMO MULTILATERAL/OTROS ORGANISMOS","Francia","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-BL-16-11368","2016-09-01T00:00:00.000","Fomento de la eficiencia institucional y la eficacia de la gobernabilidad pública en Colombia como facilitadores estratégicos para sostener un crecimiento inclusivo y acercar a Colombia a la  OCDE","Aumentar la capacidad del Estado Colombiano para diseñar y entregar políticas y servicios a los ciudadanos y empresas en todas las regiones del país de manera que se aborden las necesidades de manera efectiva y se alcancen los resultados.","2016-09-01T00:00:00.000","2020-08-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/05. Buen gobierno/5.3 Eficiencia y eficacia administrativa.","1. FOCALIZAR Y DINAMIZAR/D. Otro","16. Paz, justicia e instituciones sólidas","Presidencia de la República","SUECIA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Suecia","| Donante","| Asistencia Técnica","1849857","SI","1"
"R-BL-16-11620","2016-09-01T00:00:00.000","Una Aventura Colectiva por el Agua","Generar acciones concertadas en la gestión colectiva del agua con la participación de socios corporativos, actores institucionales locales y comunidades de los territorios de influencia.","2016-09-01T00:00:00.000","2019-02-28T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/06. Crecimiento Verde/6.3 Proteger y asegurar el uso sostenible del capital natural y mejorar la calidad ambiental.","1. FOCALIZAR Y DINAMIZAR/A. Conservación y Sostenibilidad Ambiental","06. Agua limpia y saneamiento","Ambiente y Desarrollo Sostenible","CORPORACIÓN ECONEXUS COLOMBIA - INSITU","NACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/ASOCIACIONES Y OTROS","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-BL-16-11620","2016-09-01T00:00:00.000","Una Aventura Colectiva por el Agua","Generar acciones concertadas en la gestión colectiva del agua con la participación de socios corporativos, actores institucionales locales y comunidades de los territorios de influencia.","2016-09-01T00:00:00.000","2019-02-28T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/06. Crecimiento Verde/6.3 Proteger y asegurar el uso sostenible del capital natural y mejorar la calidad ambiental.","1. FOCALIZAR Y DINAMIZAR/A. Conservación y Sostenibilidad Ambiental","06. Agua limpia y saneamiento","Ambiente y Desarrollo Sostenible","SUIZA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Suiza","| Donante","| Asistencia Técnica","81601.38236","SI","1"
"R-BL-16-13104","2016-09-01T00:00:00.000","Comunidades rurales resilientes para la construcción de paz","Fortalecer la resiliencia de los medios de vida de comunidades rurales vulnerables afectadas por el conflicto y los eventos climáticos extremos en zonas priorizadas, como contribución al proceso de construcción de paz en el país.","2016-09-01T00:00:00.000","2019-08-31T00:00:00.000","Ejecución","Bilateral","Estrategias Transversales/02. Movilidad social","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz","02. HAMBRE CERO/2.3.De aquí a 2030, duplicar la productividad agrícola y los ingresos de los productores de alimentos en pequeña escala, en particular las mujeres, los pueblos indígenas, los agricultores familiares, los ganaderos y los pescadores, entre otras cosas mediante un acceso seguro y equitativo a las tierras, a otros recursos e insumos de producción y a los conocimientos, los servicios financieros, los mercados y las oportunidades para añadir valor y obtener empleos no agrícolas","Agricultura y Desarrollo Rural","AGENCIA SUECA PARA EL DESARROLLO INTERNACIONAL - ASDI","INTERNACIONAL/BILATERAL/SECTORIAL/AGENCIAS DE COOPERACIÓN","Suecia","| Donante","| Asistencia Financiera","2964660","SI","1"
"R-BL-16-13104","2016-09-01T00:00:00.000","Comunidades rurales resilientes para la construcción de paz","Fortalecer la resiliencia de los medios de vida de comunidades rurales vulnerables afectadas por el conflicto y los eventos climáticos extremos en zonas priorizadas, como contribución al proceso de construcción de paz en el país.","2016-09-01T00:00:00.000","2019-08-31T00:00:00.000","Ejecución","Bilateral","Estrategias Transversales/02. Movilidad social","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz","02. HAMBRE CERO/2.3.De aquí a 2030, duplicar la productividad agrícola y los ingresos de los productores de alimentos en pequeña escala, en particular las mujeres, los pueblos indígenas, los agricultores familiares, los ganaderos y los pescadores, entre otras cosas mediante un acceso seguro y equitativo a las tierras, a otros recursos e insumos de producción y a los conocimientos, los servicios financieros, los mercados y las oportunidades para añadir valor y obtener empleos no agrícolas","Agricultura y Desarrollo Rural","ORGANIZACIÓN DE LAS NACIONES UNIDAS PARA LA ALIMENTACIÓN Y LA AGRICULTURA","INTERNACIONAL/ORGANISMO MULTILATERAL/AGENCIA DEL SISTEMA DE NACIONES UNIDAS","Colombia","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-BL-16-10227","2016-09-15T00:00:00.000","ASISTENCIA TECNICA LINEA TEMATICA OSC COLOMBIA","Fortalecer las capacidades locales de las instituciones públicas y las organizaciones de la sociedad civil para la gobernabilidad, la rendición de cuentas, el diseño e implementación de políticas inclusivas que promuevan el desarrollo sostenible y la provisión de servicios públicos de calidad, así como el acceso al trabajo digno para las personas, como herramientas para la reducción de la pobreza.","2016-09-15T00:00:00.000","2018-11-15T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/05. Buen gobierno","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz","16. Paz, justicia e instituciones sólidas","Interior","INNOVATE SOCIAL INNOVATION CONSULTANTS S.A.S.","INTERNACIONAL/PRIVADO/EMPRESAS","Colombia","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-BL-16-10227","2016-09-15T00:00:00.000","ASISTENCIA TECNICA LINEA TEMATICA OSC COLOMBIA","Fortalecer las capacidades locales de las instituciones públicas y las organizaciones de la sociedad civil para la gobernabilidad, la rendición de cuentas, el diseño e implementación de políticas inclusivas que promuevan el desarrollo sostenible y la provisión de servicios públicos de calidad, así como el acceso al trabajo digno para las personas, como herramientas para la reducción de la pobreza.","2016-09-15T00:00:00.000","2018-11-15T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/05. Buen gobierno","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz","16. Paz, justicia e instituciones sólidas","Interior","UNIÓN EUROPEA","INTERNACIONAL/ORGANISMO MULTILATERAL/REGIONAL","Bélgica","| Donante","| Asistencia Técnica","331498.3016","SI","1"
"R-BL-16-11425","2016-10-01T00:00:00.000","Incrementar la capacidad local y nacional para la implementación de los acuerdos de paz en Colombia ( Programa de Operaciones de Paz y Estabilización)",,"2016-10-01T00:00:00.000","2018-12-30T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz","1. FOCALIZAR Y DINAMIZAR","16. Paz, justicia e instituciones sólidas","Default SECTORES_GOB","CANADA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Canadá","| Donante","| Asistencia Técnica","2949420","SI","1"
"R-BL-16-11425","2016-10-01T00:00:00.000","Incrementar la capacidad local y nacional para la implementación de los acuerdos de paz en Colombia ( Programa de Operaciones de Paz y Estabilización)",,"2016-10-01T00:00:00.000","2018-12-30T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz","1. FOCALIZAR Y DINAMIZAR","16. Paz, justicia e instituciones sólidas","Default SECTORES_GOB","ORGANIZACIÓN INTERNACIONAL PARA LAS MIGRACIONES - OIM","INTERNACIONAL/ORGANISMO MULTILATERAL/AGENCIA DEL SISTEMA DE NACIONES UNIDAS","Colombia","| Ejecutor","| Asistencia Técnica","0","SI","1"
"R-BL-16-10229","2016-10-21T00:00:00.000","RECONSTRUYENDO COMUNIDADES Y FAMILIAS PARA LA CONVIVENCIA Y LA PAZ","Contribuir a la reducción de las causas del desplazamiento mediante la reconicliación entre victimarios y vícitmas del conflicto armado en Colombia","2016-10-21T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz","16. Paz, justicia e instituciones sólidas","Inclusión Social y Reconciliación","ALEMANIA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Alemania","| Donante","| Asistencia Financiera","1389544.395","SI","1"
"R-BL-16-10229","2016-10-21T00:00:00.000","RECONSTRUYENDO COMUNIDADES Y FAMILIAS PARA LA CONVIVENCIA Y LA PAZ","Contribuir a la reducción de las causas del desplazamiento mediante la reconicliación entre victimarios y vícitmas del conflicto armado en Colombia","2016-10-21T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz","16. Paz, justicia e instituciones sólidas","Inclusión Social y Reconciliación","FUNDACIÓN TIERRA DE PAZ","NACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Colombia/Centro Oriente/Bogotá D.C./Bogotá D.C.","| Ejecutor","| Default TIPO_ASISTENCIA_INT","0","SI","1"
"R-BL-16-10230","2016-10-21T00:00:00.000","Niños/as, jóvenes, adolescentes crean escenarios de paz y reconciliación con sus familias, escuelas y comunidades en Córdoba","El proyecto contribuye a la reducción de las causas de desplazamiento interno mediante la promoción de una cultura de paz y reconciliación en el ámbito escolar, familiar y comunitario","2016-10-21T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz","16. Paz, justicia e instituciones sólidas","Inclusión Social y Reconciliación","ALEMANIA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Alemania","| Donante","| Asistencia Financiera","1138970.816","SI","1"
"R-BL-16-10230","2016-10-21T00:00:00.000","Niños/as, jóvenes, adolescentes crean escenarios de paz y reconciliación con sus familias, escuelas y comunidades en Córdoba","El proyecto contribuye a la reducción de las causas de desplazamiento interno mediante la promoción de una cultura de paz y reconciliación en el ámbito escolar, familiar y comunitario","2016-10-21T00:00:00.000","2019-12-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/04. Seguridad, justicia y democracia para la construcción de la Paz","1. FOCALIZAR Y DINAMIZAR.B. Construcción de Paz","16. Paz, justicia e instituciones sólidas","Inclusión Social y Reconciliación","BENPOSTA","INTERNACIONAL/PRIVADO/EMPRESAS","Colombia","| Ejecutor","| Default TIPO_ASISTENCIA_INT","0","SI","1"
"R-BL-16-11583","2016-11-01T00:00:00.000","Moviendo la Estrategia Colombiana Baja en Carbono hacia la Acción","apoyar el proceso de implementación de la Estrategia Colombiana de Desarrollo Bajo en Carbono (ECDBC) que viene en ejecución desde el año 2012, la cual busca desligar el crecimiento emisiones de gases de efecto invernadero del crecimiento económico del país","2016-11-01T00:00:00.000","2020-07-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/06. Crecimiento Verde/6.1 Avanzar hacia un crecimiento sostenible y bajo en carbono.","1. FOCALIZAR Y DINAMIZAR/A. Conservación y Sostenibilidad Ambiental","13. Acción por el clima","Ambiente y Desarrollo Sostenible","ALEMANIA","INTERNACIONAL/BILATERAL/SECTORIAL/OTROS","Alemania","| Donante","| Asistencia Financiera","4341445.429","SI","1"
"R-BL-16-11583","2016-11-01T00:00:00.000","Moviendo la Estrategia Colombiana Baja en Carbono hacia la Acción","apoyar el proceso de implementación de la Estrategia Colombiana de Desarrollo Bajo en Carbono (ECDBC) que viene en ejecución desde el año 2012, la cual busca desligar el crecimiento emisiones de gases de efecto invernadero del crecimiento económico del país","2016-11-01T00:00:00.000","2020-07-31T00:00:00.000","Ejecución","Ayuda Oficial al Desarrollo","Estrategias Transversales/06. Crecimiento Verde/6.1 Avanzar hacia un crecimiento sostenible y bajo en carbono.","1. FOCALIZAR Y DINAMIZAR/A. Conservación y Sostenibilidad Ambiental","13. Acción por el clima","Ambiente y Desarrollo Sostenible","FONDO ACCIÓN","INTERNACIONAL/PRIVADO/ENTIDADES SIN ÁNIMO DE LUCRO/FUNDACIONES","Colombia","| Ejecutor","| Asistencia Técnica","248047.1115","SI","1"
